Id,FullName,TypeDesc,CurrentValueAsReal,CurrentTime,AlarmSource,CurrentState
447219,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.RelativeDensity,FloBoss Numeric Point,0.76651966571807861,9/26/2018 4:07:43.450 PM,08-09-043-04 W5M Gas Meter Run 1 Relative Density,0
447220,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Water,FloBoss Numeric Point,0,9/26/2018 4:07:43.451 PM,08-09-043-04 W5M Gas Meter Run 1 Water,1
447221,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.iButane,FloBoss Numeric Point,0.74000000953674316,9/26/2018 4:07:43.459 PM,08-09-043-04 W5M Gas Meter Run 1 Iso Butane,4
447222,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.iPentane,FloBoss Numeric Point,0.61000001430511475,9/26/2018 4:07:43.453 PM,08-09-043-04 W5M Gas Meter Run 1 Iso Pentate,4
447223,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nButane,FloBoss Numeric Point,2.6400001049041748,9/26/2018 4:07:43.461 PM,08-09-043-04 W5M Gas Meter Run 1 Normal Butane,4
447224,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nDecane,FloBoss Numeric Point,0,9/26/2018 4:07:43.462 PM,08-09-043-04 W5M Gas Meter Run 1 Normal Decane,1
447225,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nHeptane,FloBoss Numeric Point,0.43999999761581421,9/26/2018 4:07:43.464 PM,08-09-043-04 W5M Gas Meter Run 1 Normal Heptane,4
447226,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nHexane,FloBoss Numeric Point,0.56000000238418579,9/26/2018 4:07:44.489 PM,08-09-043-04 W5M Gas Meter Run 1 Normal Hexane,4
447227,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nNonane,FloBoss Numeric Point,0,9/26/2018 4:07:44.189 PM,08-09-043-04 W5M Gas Meter Run 1 Normal Nonane,1
447228,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nOctane,FloBoss Numeric Point,0,9/26/2018 4:07:44.801 PM,08-09-043-04 W5M Gas Meter Run 1 Normal Octane,1
447229,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nPentane,FloBoss Numeric Point,0.699999988079071,9/26/2018 4:07:43.466 PM,08-09-043-04 W5M Gas Meter Run 1 Normal Pentate,4
447230,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.ContractBasePressure,FloBoss Numeric Point,101.32499694824219,9/26/2018 4:07:45.131 PM,08-09-043-04 W5M Gas Meter Run 1 Contract Base Pressure,0
447231,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.ContractBaseTemp,FloBoss Numeric Point,15,9/26/2018 4:07:43.468 PM,08-09-043-04 W5M Gas Meter Run 1 Contract Base Temperature,0
447232,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.ContractHour,FloBoss Numeric Point,8,9/26/2018 4:07:45.448 PM,08-09-043-04 W5M Gas Meter Run 1 Contract Hour,0
447233,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.ContractUnits,FloBoss Numeric Point,1,9/26/2018 4:07:46.465 PM,08-09-043-04 W5M Gas Meter Run 1 Contract Units,0
447234,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.ContractWetGasMeterFact,FloBoss Numeric Point,1,9/26/2018 4:07:46.854 PM,08-09-043-04 W5M Gas Meter Run 1 Contract Wet Gas Meter Factor,0
447236,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.Compressibility,FloBoss Numeric Point,1.0014201402664185,10/4/2018 4:05:14.324 PM,08-09-043-04 W5M Gas Meter Run 1 Compressibility,0
447237,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.EngAtFullScale,FloBoss Numeric Point,0,9/26/2018 4:07:45.756 PM,08-09-043-04 W5M Gas Meter Run 1 At FullScale,0
447238,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.EngAtZeroScale,FloBoss Numeric Point,0,9/26/2018 4:07:47.491 PM,08-09-043-04 W5M Gas Meter Run 1 At ZeroScale,0
447239,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.FlowExtCalcMethod,FloBoss Numeric Point,13,9/26/2018 4:07:46.110 PM,08-09-043-04 W5M Gas Meter Run 1 Flow Calculation Method,0
447240,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.IsentropicExponent,FloBoss Numeric Point,1.2999999523162842,9/26/2018 4:07:49.490 PM,08-09-043-04 W5M Gas Meter Run 1 Isentropic Expotent,0
447241,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.LowDPCutOff,FloBoss Numeric Point,0.25,9/26/2018 4:07:48.467 PM,08-09-043-04 W5M Gas Meter Run 1 Low Differential Pressure Cut Off,0
447242,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.OrificeDiameter,FloBoss Numeric Point,12.699999809265137,9/26/2018 4:07:47.808 PM,08-09-043-04 W5M Gas Meter Run 1 Orifice Diameter,0
447243,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.OrificeMaterial,FloBoss Numeric Point,0,9/26/2018 4:07:49.839 PM,08-09-043-04 W5M Gas Meter Run 1 Orrifice Material,0
447244,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.OrificeMeasurementTemp,FloBoss Numeric Point,20,9/26/2018 4:07:48.140 PM,08-09-043-04 W5M Gas Meter Run 1 Orifice Measurment Temperature,0
447245,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.PipeDiameter,FloBoss Numeric Point,73.634597778320313,9/26/2018 4:07:50.139 PM,08-09-043-04 W5M Gas Meter Run 1 Pipe Diameter,0
447246,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.PipeMaterial,FloBoss Numeric Point,2,9/26/2018 4:07:50.497 PM,08-09-043-04 W5M Gas Meter Run 1 Pipe Material,0
447247,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.PipeMeasurementTemp,FloBoss Numeric Point,20,9/26/2018 4:07:48.961 PM,08-09-043-04 W5M Gas Meter Run 1 Pipe Measurement Temperature,0
447248,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.Viscosity,FloBoss Numeric Point,0.010267999954521656,9/26/2018 4:07:53.259 PM,08-09-043-04 W5M Gas Meter Run 1 Viscosity,0
447249,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.StatPresEngAtFullScale,FloBoss Numeric Point,5520.2958984375,9/26/2018 4:07:52.525 PM,08-09-043-04 W5M Gas Meter Run 1 Static Pressure At FullScale,0
447250,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.StatPresEngAtZeroScale,FloBoss Numeric Point,0,9/26/2018 4:07:52.923 PM,08-09-043-04 W5M Gas Meter Run 1 Static Pressure At ZeroScale,0
447251,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.StaticPresAtmospheric,FloBoss Numeric Point,89.782997131347656,9/26/2018 4:07:50.841 PM,08-09-043-04 W5M Gas Meter Run 1 Static Atmospheric Pressure,0
447252,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.StaticPresTapLocation,FloBoss Digital Point,1,9/26/2018 4:07:29.717 PM,08-09-043-04 W5M Gas Meter Run 1 Static Pressure Tap Location,1
447253,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.TempEngAtFullScale,FloBoss Numeric Point,240,9/26/2018 4:07:53.579 PM,08-09-043-04 W5M Gas Meter Run 1 Temperature At FullScale,0
447254,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.Configuration.TempEngAtZeroScale,FloBoss Numeric Point,-40,9/26/2018 4:07:51.143 PM,08-09-043-04 W5M Gas Meter Run 1 Temperature At ZeroScale,0
447257,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.AverageGasVol,Calculation Analog Point,0.64420458248683388,9/24/2018 6:00:00.000 AM,08-09-043-04 W5M Gas Meter Run 1 Average Gas Volume,4
447258,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.CdayTOP,Calculation Analog Point,7.6625,10/4/2018 10:05:23.815 PM,08-09-043-04 W5M Gas Meter Run 1 Current Day Time of Production,0
447259,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.CdayTOPRaw,FloBoss Numeric Point,459.75,10/4/2018 10:05:23.815 PM,08-09-043-04 W5M Gas Meter Run 1 Current Day Time of Production (Raw),0
447260,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.CdayVolume,FloBoss Numeric Point,0.21882899105548859,10/4/2018 10:05:23.813 PM,08-09-043-04 W5M Gas Meter Run 1 Current Day Volume,0
447261,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.DiffPress,FloBoss Numeric Point,2.3104195594787598,10/4/2018 10:05:23.816 PM,08-09-043-04 W5M Gas Meter Run 1 Differential Pressure,0
447262,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.FlowRate,FloBoss Numeric Point,0.66058027744293213,10/4/2018 10:05:23.814 PM,08-09-043-04 W5M Gas Meter Run 1 Flow Rate,0
447263,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.FlowTemp,FloBoss Numeric Point,42.81719970703125,10/4/2018 10:05:23.814 PM,08-09-043-04 W5M Gas Meter Run 1 Temperature,0
447264,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.PdayDPAvg,FloBoss History Point,2.4916183948516846,10/4/2018 2:00:00.000 PM,08-09-043-04 W5M Gas Meter Run 1 Previous Day Average Differential Pressure,0
447265,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.PdayFlowTempAvg,FloBoss History Point,38.560508728027344,10/4/2018 2:00:00.000 PM,08-09-043-04 W5M Gas Meter Run 1 Previous Day Average Temperature,0
447266,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.PdayStaticPressAvg,FloBoss History Point,146.83457946777344,10/4/2018 2:00:00.000 PM,08-09-043-04 W5M Gas Meter Run 1 Previous Day Average Static Pressure,0
447267,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.PdayTOP,Calculation Analog Point,24,8/4/2018 2:00:00.000 PM,08-09-043-04 W5M Gas Meter Run 1 Previous Day Time of Production,0
447268,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.PdayTOPRaw,FloBoss History Point,1408.9000244140625,10/4/2018 2:00:00.000 PM,08-09-043-04 W5M Gas Meter Run 1 Previous Day Time of Production (Raw),0
447269,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.PdayVolume,FloBoss History Point,0.65558230876922607,10/4/2018 2:00:00.000 PM,08-09-043-04 W5M Gas Meter Run 1 Previous Day Volume,0
447270,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.StaticPress,FloBoss Numeric Point,139.45248413085938,10/4/2018 10:05:23.817 PM,08-09-043-04 W5M Gas Meter Run 1 Static Pressure,0
447271,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.Supercompressibility,FloBoss Numeric Point,1.0013020038604736,10/4/2018 10:05:23.817 PM,08-09-043-04 W5M Gas Meter Run 1 Super compressibility,4
447272,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Gas Meter.IO.TOPThreshold,Internal Analog Point,10,1/9/2017 3:33:50.538 PM,08-09-043-04 W5M Gas Meter Run 1 Threshold,0
447333,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Condy Meter.Configuration.KFactor,Abstract Simple Analog Point,0,-,08-09-043-04 W5M Condy Meter K-Factor,0
447336,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Condy Meter.IO.Cday_Vol,FloBoss Numeric Point,0,9/26/2018 4:08:33.506 PM,08-09-043-04 W5M Condy Meter Current Day Volume,1
447337,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.Condy Meter.IO.Pday_Vol,FloBoss Numeric Point,0,9/26/2018 4:08:34.045 PM,08-09-043-04 W5M Condy Meter Previous Day Volume,1
447378,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.IO.Casing Pressure.HHAnn,Abstract Simple Digital Point,0,-,08-09-043-04 W5M Casing Pressure High High Alarm,0
447379,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.IO.Casing Pressure.HIAnn,Abstract Simple Digital Point,0,-,08-09-043-04 W5M Casing Pressure High Alarm,0
447380,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.IO.Casing Pressure.LLAnn,Abstract Simple Digital Point,0,-,08-09-043-04 W5M Casing Pressure Low Low Alarm,0
447381,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.IO.Casing Pressure.LOAnn,Abstract Simple Digital Point,0,-,08-09-043-04 W5M Casing Pressure Low Alarm,0
447382,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.IO.Casing Pressure.PV,FloBoss Numeric Point,117.20124816894531,10/4/2018 10:05:23.816 PM,08-09-043-04 W5M Casing Pressure PV,0
447387,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.IO.Tubing Pressure.HHAnn,Abstract Simple Digital Point,0,-,08-09-043-04 W5M Tubing Pressure High High Alarm,0
447388,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.IO.Tubing Pressure.HIAnn,Abstract Simple Digital Point,0,-,08-09-043-04 W5M Tubing Pressure High Alarm,0
447389,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.IO.Tubing Pressure.LLAnn,Abstract Simple Digital Point,0,-,08-09-043-04 W5M Tubing Pressure Low Low Alarm,0
447390,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.IO.Tubing Pressure.LOAnn,Abstract Simple Digital Point,0,-,08-09-043-04 W5M Tubing Pressure Low Alarm,0
447391,Central.Wilson Creek.01-08-043-04 W5M.08-09-043-04 W5M.IO.Tubing Pressure.PV,FloBoss Numeric Point,148.9505615234375,10/4/2018 10:05:23.818 PM,08-09-043-04 W5M Tubing Pressure PV,0
482884,Central.Wilson Creek.03-34-042-04 W5M_A.04-27-042-04 W5M.IO.Methanol Tank Level,FloBoss Numeric Point,56.089744567871094,10/4/2018 9:25:29.102 PM,04-27-42-04 W5M Methanol Level PV,0
546058,Central.Wilson Creek.02-20-042-04 W5M.~Callouts.Callout Test Point,Internal Digital Point,0,-,02-20-042-04 W5M Callout Test Point,0
546116,Central.Wilson Creek.02-20-042-04 W5M.Communications.Barometer.Barometer,Internal Analog Point,0,9/29/2018 9:09:18.969 PM,02-20-042-04 W5M Barometer,1
546125,Central.Wilson Creek.02-20-042-04 W5M.Communications.RTU Temp,FloBoss Numeric Point,23.852691650390625,10/4/2018 10:04:56.265 PM,02-20-042-04 W5M RTU Temp,0
546128,Central.Wilson Creek.02-20-042-04 W5M.Communications.RTUVolts,FloBoss Numeric Point,14.395044326782227,10/4/2018 10:04:56.266 PM,02-20-042-04 W5M RTUVolts,0
546147,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Fuel Gas.IO.AverageGasVol,Abstract Simple Analog Point,0,-,15-20-042-04 W5M AverageGasVol,0
546148,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Fuel Gas.IO.DiffPress,Abstract Simple Analog Point,0,-,15-20-042-04 W5M DiffPress,0
546149,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Fuel Gas.IO.FlowRate,Abstract Simple Analog Point,0,-,15-20-042-04 W5M FlowRate,0
546150,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Fuel Gas.IO.FlowTemp,Abstract Simple Analog Point,0,-,15-20-042-04 W5M FlowTemp,0
546151,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Fuel Gas.IO.PdayTOP,Abstract Simple Analog Point,0,-,15-20-042-04 W5M PdayTOP,0
546152,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Fuel Gas.IO.PdayVolume,Abstract Simple Analog Point,0,-,15-20-042-04 W5M PdayVolume,0
546153,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Fuel Gas.IO.StaticPress,Abstract Simple Analog Point,0,-,15-20-042-04 W5M StaticPress,0
546185,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.IO.Remote ESD Command,FloBoss Numeric Point,1,9/26/2018 4:08:30.612 PM,15-20-042-04 W5M Remote ESD Command,4
546190,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.IO.Tubing Temperature.PV,Abstract Simple Analog Point,0,-,15-20-042-04 W5M PV,0
546195,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.IO.~Shutdowns.Flowline PSHH,Abstract Simple Digital Point,0,-,15-20-042-04 W5M Flow Line Pressure High High Shutdown,0
546196,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.IO.~Shutdowns.Flowline PSLL,Abstract Simple Digital Point,0,-,15-20-042-04 W5M Flow Line Pressure Low Low Shutdown,0
546197,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.IO.~Shutdowns.Separator LSHH,Abstract Simple Digital Point,0,-,15-20-042-04 W5M Separator Level High High Shutdown,0
546198,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.IO.~Shutdowns.Separator PSHH,Abstract Simple Digital Point,0,-,15-20-042-04 W5M Separator Pressure High High Shutdown,0
546199,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.IO.~Shutdowns.Water Tank LSHH,FloBoss Digital Point,1,9/26/2018 4:08:30.608 PM,15-20-042-04 W5M Water Tank Level High High Shutdown,1
546348,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.AGAOptions,FloBoss Numeric Point,0,9/26/2018 4:08:59.965 PM,15-20-042-04 W5M Gas Meter Run 2 AGA Options,0
546350,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.CarbonDioxide,FloBoss Numeric Point,2.0999999046325684,9/26/2018 4:09:01.542 PM,15-20-042-04 W5M Gas Meter Run 2 Carbon Dioxide,0
546351,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.CarbonMonoxide,FloBoss Numeric Point,0,9/26/2018 4:09:02.330 PM,15-20-042-04 W5M Gas Meter Run 2 Carbon Monoxide,0
546352,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Compressibility Calc,FloBoss Numeric Point,68,9/26/2018 4:09:03.904 PM,15-20-042-04 W5M Gas Meter Run 2 Compressibility Calculation,0
546353,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.EthaneC2H6,FloBoss Numeric Point,9.1000003814697266,9/26/2018 4:09:03.124 PM,15-20-042-04 W5M Gas Meter Run 2 Ethane,0
546354,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Helium,FloBoss Numeric Point,0.019999999552965164,9/26/2018 4:09:00.757 PM,15-20-042-04 W5M Gas Meter Run 2 Helium,4
546355,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Hydrogen,FloBoss Numeric Point,0,9/26/2018 4:09:07.875 PM,15-20-042-04 W5M Gas Meter Run 2 Hydrogen,1
546356,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.HydrogenSulfide,FloBoss Numeric Point,0,9/26/2018 4:09:04.689 PM,15-20-042-04 W5M Gas Meter Run 2 Hydrogen Sulfide,1
546357,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.MethaneCH4,FloBoss Numeric Point,82.7300033569336,9/26/2018 4:09:08.674 PM,15-20-042-04 W5M Gas Meter Run 2 Methane,4
546358,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Nitrogen,FloBoss Numeric Point,0.68999999761581421,9/26/2018 4:09:06.284 PM,15-20-042-04 W5M Gas Meter Run 2 Nitrogen,4
546359,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Oxygen,FloBoss Numeric Point,0,9/26/2018 4:09:05.485 PM,15-20-042-04 W5M Gas Meter Run 2 Oxygen,1
546360,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.PropaneC3H8,FloBoss Numeric Point,3.5699999332427979,9/26/2018 4:09:09.662 PM,15-20-042-04 W5M Gas Meter Run 2 Propane,4
546361,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.RelativeDensity,FloBoss Numeric Point,0.68825340270996094,9/26/2018 4:09:10.535 PM,15-20-042-04 W5M Gas Meter Run 2 Relative Density,0
546362,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Water,FloBoss Numeric Point,0,9/26/2018 4:09:07.086 PM,15-20-042-04 W5M Gas Meter Run 2 Water,1
546363,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.iButane,FloBoss Numeric Point,0.49000000953674316,9/26/2018 4:09:13.706 PM,15-20-042-04 W5M Gas Meter Run 2 Iso Butane,4
546364,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.iPentane,FloBoss Numeric Point,0.14000000059604645,9/26/2018 4:09:12.112 PM,15-20-042-04 W5M Gas Meter Run 2 Iso Pentate,4
546365,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nButane,FloBoss Numeric Point,0.74000000953674316,9/26/2018 4:09:12.908 PM,15-20-042-04 W5M Gas Meter Run 2 Normal Butane,4
546366,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nDecane,FloBoss Numeric Point,0,9/26/2018 4:09:11.333 PM,15-20-042-04 W5M Gas Meter Run 2 Normal Decane,1
546367,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nHeptane,FloBoss Numeric Point,0.12999999523162842,9/26/2018 4:09:14.490 PM,15-20-042-04 W5M Gas Meter Run 2 Normal Heptane,4
546368,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nHexane,FloBoss Numeric Point,0.18000000715255737,9/26/2018 4:09:15.284 PM,15-20-042-04 W5M Gas Meter Run 2 Normal Hexane,4
546369,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nNonane,FloBoss Numeric Point,0,9/26/2018 4:09:16.080 PM,15-20-042-04 W5M Gas Meter Run 2 Normal Nonane,1
546370,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nOctane,FloBoss Numeric Point,0,9/26/2018 4:09:16.866 PM,15-20-042-04 W5M Gas Meter Run 2 Normal Octane,1
546371,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nPentane,FloBoss Numeric Point,0.10999999940395355,9/26/2018 4:09:18.465 PM,15-20-042-04 W5M Gas Meter Run 2 Normal Pentate,4
546372,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.ContractBasePressure,FloBoss Numeric Point,101.32499694824219,9/26/2018 4:09:19.252 PM,15-20-042-04 W5M Gas Meter Run 2 Contract Base Pressure,0
546373,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.ContractBaseTemp,FloBoss Numeric Point,15,9/26/2018 4:09:17.656 PM,15-20-042-04 W5M Gas Meter Run 2 Contract Base Temperature,0
546374,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.ContractHour,FloBoss Numeric Point,8,9/26/2018 4:09:23.189 PM,15-20-042-04 W5M Gas Meter Run 2 Contract Hour,0
546375,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.ContractUnits,FloBoss Numeric Point,1,9/26/2018 4:09:22.408 PM,15-20-042-04 W5M Gas Meter Run 2 Contract Units,0
546376,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.ContractWetGasMeterFact,FloBoss Numeric Point,1,9/26/2018 4:09:20.036 PM,15-20-042-04 W5M Gas Meter Run 2 Contract Wet Gas Meter Factor,0
546378,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.FlowCalculation.Compressibility,FloBoss Numeric Point,1.0184314250946045,10/4/2018 4:06:22.570 PM,15-20-042-04 W5M Gas Meter Run 2 Compressibility,0
546379,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.FlowCalculation.EngAtFullScale,FloBoss Numeric Point,0,9/26/2018 4:09:23.985 PM,15-20-042-04 W5M Gas Meter Run 2 At FullScale,0
546380,Central.Wilson Creek.02-20-042-04 W5M.15-20-042-04 W5M.Gas Meter.Configuration.FlowCalculation.EngAtZeroScale,FloBoss Numeric Point,0,9/26/2018 4:09:21.612 PM,15-20-042-04 W5M Gas Meter Run 2 At ZeroScale,0
